Gene1,Gene2
NFATC1,VIM
1500003O03RIK,NFATC2
ARL6IP5,NFATC2
COX7C,NFATC2
GLRX5,NFATC2
ID2,NFATC2
INHBA,NFATC2
LITAF,NFATC2
MAPK12,NFATC2
MAPK14,NFATC2
MAPK9,NFATC2
MFSD10,NFATC2
MTMR4,NFATC2
NET1,NFATC2
NFATC2,NR3C2
NFATC2,PCBP2
NFATC2,PPP1CB
NFATC2,RUNX2
NFATC2,SATB1
NFATC2,SCFD1
NFATC2,SLC25A21
NFATC2,TFG
NFATC2,TMEM14C
NFATC2,TRAPPC4
NFATC2,VDAC3
NFATC2,VIM
H3F3A,NFE2
BTRC,NFE2L2
CDKN1A,NFE2L2
CUL3,NFE2L2
NFE2L2,NRF1
NFE2L2,PRKCH
NFE2L2,PTMA
NFE2L2,UBC
NFE2,ORC2
NFE2,PER1
NFE2,POLR2B
NFE2,POLR2D
NFE2,SIRT2
NFE2,SMARCE1
NFE2,SUPT4H1
NFE2,TIAL1
NFE2,TSG101
NFE2,UBP1
NFE2,WDR5
NFE2,ZDHHC6
NFE2,ZFP592
NFIL3,NRAS
BCL2A1A,NFKB1
BCL2A1B,NFKB1
BCL2A1C,NFKB1
CARD11,NFKB1
CASP1,NFKB1
CCL3,NFKB1
CCL4,NFKB1
CD14,NFKB1
CHUK,NFKB1
FEM1A,NFKB1
HIF1A,NFKB1
ICAM1,NFKB1
IL1R1,NFKB1
IL1R2,NFKB1
IL1RN,NFKB1
MALT1,NFKB1
MAPK1,NFKB1
MAPK12,NFKB1
MAPK3,NFKB1
MAPK9,NFKB1
MAVS,NFKB1
MOGS,NFKB1
MYD88,NFKB1
NFKB1,NFKBIB
NFKB1,PIK3R2
NFKB1,PKN3
NFKB1,PPP2R1B
NFKB1,PSEN1
NFKB1,PSENEN
NFKB1,PTGER2
NFKB1,RAC1
NFKB1,RAC2
NFKB1,SDC4
NFKB1,SQSTM1
NFKB1,TBXA2R
NFKB1,TRAF1
NFKB1,UGCG
AKT1,NFKBIA
BTRC,NFKBIA
CARD11,NFKBIA
CHUK,NFKBIA
CSNK2B,NFKBIA
FBXW11,NFKBIA
ICAM1,NFKBIA
IL1B,NFKBIA
NFKBIA,NFKBIB
NFKBIA,REL
NFKBIA,RELA
NFKBIA,RELB
NFKBIA,SQSTM1
NFKBIA,SUMO2
NFKBIA,TAB1
NFKBIA,TNF
NFKBIA,TNFAIP3
NFKBIA,TRP53
NFKBIA,UBC
AKT1,NFKBIB
CHUK,NFKBIB
NFKBIB,REL
NFKBIB,RELA
NFKBIB,RELB
NFKBIB,STAT6
NFKBIB,TAB1
NFKBIB,TNF
CXCL1,NFKBIZ
IER3,NFKBIZ
IL1A,NFKBIZ
IL1B,NFKBIZ
NFKBIZ,RELA
NFKBIZ,TNFAIP3
NFKBIZ,ZFP36
AK2,NME2
CMPK2,NME2
CTPS,NME2
DUT,NME2
GUK1,NME2
MAPK14,NME2
NME2,PIK3R1
NME2,PKLR
NME2,PKM
NME2,POLA2
NME2,POLD1
NME2,POLD4
NME2,POLE
NME2,POLE3
NME2,POLR1B
NME2,POLR1D
NME2,POLR2A
NME2,POLR2B
NME2,POLR2C
NME2,POLR2D
NME2,POLR2E
NME2,POLR2F
NME2,POLR2G
NME2,POLR2H
NME2,POLR2I
NME2,POLR2J
NME2,POLR3F
NME2,POLR3K
NME2,PRIM1
NME2,PRIM2
NME2,RRM1
NME2,RRM2
NME2,ZNRD1
NONO,PER1
NONO,RAC1
NONO,SFPI1
NONO,SMARCA2
NONO,SMARCA4
NONO,YWHAE
ADAM17,NOTCH2
MFNG,NOTCH2
NOTCH1,NOTCH2
NOTCH2,POGLUT1
NOTCH2,PSEN1
NOTCH2,PSEN2
NOTCH2,PSENEN
NOTCH2,RBPJ
1810027O10RIK,NR3C1
2310016M24RIK,NR3C1
AI504432,NR3C1
ARL11,NR3C1
ATP5G3,NR3C1
ATP5L,NR3C1
ATP6V0D1,NR3C1
CDC45,NR3C1
CIC,NR3C1
CREM,NR3C1
E2F4,NR3C1
ECH1,NR3C1
ELMO1,NR3C1
FAM189B,NR3C1
GAA,NR3C1
GANAB,NR3C1
HIF3A,NR3C1
HMGB2,NR3C1
HSP90AB1,NR3C1
IFI30,NR3C1
LMNA,NR3C1
LONP1,NR3C1
LSMD1,NR3C1
MAPK12,NR3C1
MAPK3,NR3C1
MCM7,NR3C1
MCTP1,NR3C1
MRPL28,NR3C1
MYL6,NR3C1
NDUFS3,NR3C1
NR3C1,PDIA6
NR3C1,PDZD11
NR3C1,PEAR1
NR3C1,PFDN5
NR3C1,PIK3R2
NR3C1,PLXNC1
NR3C1,POLR2A
NR3C1,POLR2G
NR3C1,PPOX
NR3C1,PRC1
NR3C1,PRELID1
NR3C1,PRR5
NR3C1,PSMB10
NR3C1,PSME1
NR3C1,RARB
NR3C1,RPS15
NR3C1,SGK1
NR3C1,SGMS1
NR3C1,SSR4
NR3C1,TBCB
NR3C1,TIAL1
NR3C1,TMEM129
NR3C1,TMEM164
NR3C1,TXNIP
NR3C1,UBASH3A
NR3C1,YEATS4
ATP1A3,NR3C2
ATP1B2,NR3C2
ATP1B3,NR3C2
HSP90AB1,NR3C2
NR3C2,TSG101
NR3C2,UBC
NR4A1,RORC
NR4A1,THRB
NR4A1,VDR
BIRC5,ORC2
BUB1B,ORC2
CCNB1,ORC2
CDC6,ORC2
CDC7,ORC2
CDK1,ORC2
CDKN1A,ORC2
CDT1,ORC2
CENPA,ORC2
MCM10,ORC2
MIS12,ORC2
NDC80,ORC2
ORC2,ORC5
ORC2,ORC6
ORC2,PLK1
ORC2,POLA2
ORC2,POLE
ORC2,PRIM1
ORC2,RB1
ORC2,RPA1
ORC2,RPA2
ORC2,SPC25
BYSL,PA2G4
CCT2,PA2G4
CCT3,PA2G4
CCT5,PA2G4
EIF2S1,PA2G4
FARSA,PA2G4
FTSJ3,PA2G4
NHP2,PA2G4
NOP2,PA2G4
PA2G4,PNO1
PA2G4,PRMT5
PA2G4,PWP2
PA2G4,RPL4
PA2G4,SRM
PA2G4,TCP1
PA2G4,WDR36
AURKB,PARP1
CASP3,PARP1
PARP1,PCNA
PARP1,POLD1
PARP1,SMAD4
PARP1,TRIM28
PARP1,UBC
PARP1,XRCC6
PBRM1,SMARCA2
PBRM1,SMARCA4
PBX1,SMAD2
PBX1,SMAD4
PCBD2,QDPR
BTRC,PER1
FBXW11,PER1
PER1,SFPQ
PER1,SKP1A
PER1,UBC
MAPK12,PGR
MAPK14,PGR
MAPK9,PGR
PGR,PIK3R1
PGR,PIK3R2
PGR,STAT3
PHF10,SMARCA2
PHF10,SMARCA4
PHF10,SMARCB1
PHF10,SMARCC2
PHF10,SMARCE1
PHF10,TOP2B
B2M,PML
CD44,PML
H2-AA,PML
H2-K1,PML
ICAM1,PML
JUP,PML
MT2,PML
MTOR,PML
OAS3,PML
PML,POLR2E
PML,RUNX1
PML,SFPI1
PML,SKIL
PML,STAT1
PML,SUMO1
PML,SUMO2
PML,UBC
PML,ZSCAN21
AK3,POLR1B
BYSL,POLR1B
CTPS,POLR1B
FTSJ3,POLR1B
NME1,POLR1B
NOP2,POLR1B
PKLR,POLR1B
PKM,POLR1B
PNO1,POLR1B
POLR1B,POLR2E
POLR1B,POLR2F
POLR1B,POLR2H
POLR1B,POLR2K
POLR1B,PWP2
POLR1B,TTF1
POLR1B,UBTF
POLR1B,WDR36
POLR1B,ZNRD1
AK3,POLR1D
CTPS,POLR1D
NME1,POLR1D
PKLR,POLR1D
PKM,POLR1D
ACTB,POLR2A
AK3,POLR2A
CTPS,POLR2A
GAS5,POLR2A
NME1,POLR2A
PKLR,POLR2A
PKM,POLR2A
POLR2A,SMARCA4
POLR2A,TCEB3
0610009D07RIK,POLR2B
ABCE1,POLR2B
AK3,POLR2B
CSE1L,POLR2B
CSTF2,POLR2B
CTPS,POLR2B
EFTUD2,POLR2B
HNRNPA2B1,POLR2B
HNRNPF,POLR2B
NME1,POLR2B
PCBP2,POLR2B
PKLR,POLR2B
PKM,POLR2B
POLR2B,POLR2D
POLR2B,POLR2E
POLR2B,POLR2F
POLR2B,POLR2G
POLR2B,POLR2H
POLR2B,POLR2I
POLR2B,POLR2J
POLR2B,POLR2K
POLR2B,PRPF4
POLR2B,RDBP
POLR2B,SF3B3
POLR2B,SF3B5
POLR2B,SNRNP200
POLR2B,SNRPD1
POLR2B,SNRPG
POLR2B,SRSF1
POLR2B,SRSF6
POLR2B,SRSF9
POLR2B,SUPT4H1
POLR2B,SUPT5H
POLR2B,TAF1
POLR2B,TAF6
POLR2B,TAF9
POLR2B,TCEA1
POLR2B,TCEB1
POLR2B,TCEB2
POLR2B,TCEB3
POLR2B,UBA2
POLR2B,XAB2
POLR2B,ZFP275
AK3,POLR2C
CTPS,POLR2C
NME1,POLR2C
PKLR,POLR2C
PKM,POLR2C
POLR2C,POLR2J
0610009D07RIK,POLR2D
AK3,POLR2D
CSTF2,POLR2D
CTPS,POLR2D
EEF1E1,POLR2D
EFTUD2,POLR2D
HNRNPA2B1,POLR2D
HNRNPF,POLR2D
NME1,POLR2D
PCBP2,POLR2D
PKLR,POLR2D
PKM,POLR2D
POLR2D,POLR2E
POLR2D,POLR2F
POLR2D,POLR2G
POLR2D,POLR2H
POLR2D,POLR2I
POLR2D,POLR2J
POLR2D,POLR2K
POLR2D,PRPF4
POLR2D,RDBP
POLR2D,SF3B3
POLR2D,SF3B5
POLR2D,SNRNP200
POLR2D,SNRPD1
POLR2D,SNRPG
POLR2D,SRSF1
POLR2D,SRSF6
POLR2D,SRSF9
POLR2D,SUPT4H1
POLR2D,SUPT5H
POLR2D,TAF1
POLR2D,TAF6
POLR2D,TAF9
POLR2D,TCEA1
POLR2D,TCEB1
POLR2D,TCEB2
POLR2D,TCEB3
POLR2D,XAB2
0610009D07RIK,POLR2E
AK3,POLR2E
CSTF2,POLR2E
CTPS,POLR2E
EFTUD2,POLR2E
EIF3I,POLR2E
HNRNPA2B1,POLR2E
HNRNPF,POLR2E
MRPL28,POLR2E
NHP2,POLR2E
NHP2L1,POLR2E
NME1,POLR2E
NOP2,POLR2E
PCBP2,POLR2E
PKLR,POLR2E
PKM,POLR2E
PNO1,POLR2E
POLR2E,POLR2F
POLR2E,POLR2G
POLR2E,POLR2H
POLR2E,POLR2I
POLR2E,POLR2J
POLR2E,POLR2K
POLR2E,POLR3F
POLR2E,POLR3K
POLR2E,PRPF4
POLR2E,RDBP
POLR2E,RPA1
POLR2E,RPL19
POLR2E,RPL8
POLR2E,RPS15
POLR2E,SF3B3
POLR2E,SF3B5
POLR2E,SNAPC3
POLR2E,SNRNP200
POLR2E,SNRPD1
POLR2E,SNRPG
POLR2E,SRSF1
POLR2E,SRSF6
POLR2E,SRSF9
POLR2E,SSB
POLR2E,SUPT4H1
POLR2E,SUPT5H
POLR2E,TAF1
POLR2E,TAF6
POLR2E,TAF9
POLR2E,TCEA1
POLR2E,TCEB1
POLR2E,TCEB2
POLR2E,TCEB3
POLR2E,XAB2
POLR2E,ZFP143
POLR2E,ZNRD1
0610009D07RIK,POLR2F
2900010M23RIK,POLR2F
AK3,POLR2F
BANF1,POLR2F
CSTF2,POLR2F
CTPS,POLR2F
EFTUD2,POLR2F
HNRNPA2B1,POLR2F
HNRNPF,POLR2F
NHP2,POLR2F
NHP2L1,POLR2F
NME1,POLR2F
PCBP2,POLR2F
PKLR,POLR2F
PKM,POLR2F
POLR2F,POLR2G
POLR2F,POLR2H
POLR2F,POLR2I
POLR2F,POLR2J
POLR2F,POLR2K
POLR2F,POLR3F
POLR2F,POLR3K
POLR2F,PRPF4
POLR2F,RDBP
POLR2F,RPL19
POLR2F,RPL23
POLR2F,RPL37
POLR2F,RPL37A
POLR2F,RPL8
POLR2F,RPLP0
POLR2F,RPS15
POLR2F,RPSA
POLR2F,SF3B3
POLR2F,SF3B5
POLR2F,SNAPC3
POLR2F,SNRNP200
POLR2F,SNRPD1
POLR2F,SNRPG
POLR2F,SRSF1
POLR2F,SRSF6
POLR2F,SRSF9
POLR2F,SSB
POLR2F,SUPT4H1
POLR2F,SUPT5H
POLR2F,TAF1
POLR2F,TAF6
POLR2F,TAF9
POLR2F,TCEA1
POLR2F,TCEB1
POLR2F,TCEB2
POLR2F,TCEB3
POLR2F,XAB2
POLR2F,ZFP143
POLR2F,ZNRD1
0610009D07RIK,POLR2G
AK3,POLR2G
CCT5,POLR2G
CSTF2,POLR2G
CTPS,POLR2G
EFTUD2,POLR2G
HNRNPA2B1,POLR2G
HNRNPF,POLR2G
MED10,POLR2G
NME1,POLR2G
PCBP2,POLR2G
PKLR,POLR2G
PKM,POLR2G
POLR2G,POLR2H
POLR2G,POLR2I
POLR2G,POLR2J
POLR2G,POLR2K
POLR2G,PRPF4
POLR2G,RDBP
POLR2G,RPL19
POLR2G,RPL4
POLR2G,RPLP0
POLR2G,SF3B3
POLR2G,SF3B5
POLR2G,SNRNP200
POLR2G,SNRPD1
POLR2G,SNRPG
POLR2G,SRSF1
POLR2G,SRSF6
POLR2G,SRSF9
POLR2G,SUPT4H1
POLR2G,SUPT5H
POLR2G,TAF1
POLR2G,TAF6
POLR2G,TAF9
POLR2G,TCEA1
POLR2G,TCEB1
POLR2G,TCEB2
POLR2G,TCEB3
POLR2G,XAB2
0610009D07RIK,POLR2H
AK3,POLR2H
CSTF2,POLR2H
CTPS,POLR2H
EFTUD2,POLR2H
HNRNPA2B1,POLR2H
HNRNPF,POLR2H
NHP2,POLR2H
NME1,POLR2H
PCBP2,POLR2H
PKLR,POLR2H
PKM,POLR2H
PNO1,POLR2H
POLR2H,POLR2I
POLR2H,POLR2J
POLR2H,POLR2K
POLR2H,POLR3F
POLR2H,POLR3K
POLR2H,PRPF4
POLR2H,RDBP
POLR2H,SF3B3
POLR2H,SF3B5
POLR2H,SNAPC3
POLR2H,SNRNP200
POLR2H,SNRPD1
POLR2H,SNRPG
POLR2H,SRSF1
POLR2H,SRSF6
POLR2H,SRSF9
POLR2H,SSB
POLR2H,SUPT4H1
POLR2H,SUPT5H
POLR2H,TAF1
POLR2H,TAF6
POLR2H,TAF9
POLR2H,TCEA1
POLR2H,TCEB1
POLR2H,TCEB2
POLR2H,TCEB3
POLR2H,TTF1
POLR2H,XAB2
POLR2H,ZFP143
POLR2H,ZNRD1
0610009D07RIK,POLR2I
AK3,POLR2I
CSTF2,POLR2I
CTPS,POLR2I
EFTUD2,POLR2I
HNRNPA2B1,POLR2I
HNRNPF,POLR2I
NDUFB7,POLR2I
NME1,POLR2I
PCBP2,POLR2I
PCNA,POLR2I
PKLR,POLR2I
PKM,POLR2I
POLR2I,POLR2J
POLR2I,POLR2K
POLR2I,PRPF4
POLR2I,RDBP
POLR2I,SF3B3
POLR2I,SF3B5
POLR2I,SNRNP200
POLR2I,SNRPD1
POLR2I,SNRPG
POLR2I,SRSF1
POLR2I,SRSF6
POLR2I,SRSF9
POLR2I,SUPT4H1
POLR2I,SUPT5H
POLR2I,TAF1
POLR2I,TAF6
POLR2I,TAF9
POLR2I,TCEA1
POLR2I,TCEB1
POLR2I,TCEB2
POLR2I,TCEB3
POLR2I,UQCR11
POLR2I,XAB2
POLR2I,ZNRD1
0610009D07RIK,POLR2J
AK3,POLR2J
CSTF2,POLR2J
CTPS,POLR2J
EFTUD2,POLR2J
HNRNPA2B1,POLR2J
HNRNPF,POLR2J
NME1,POLR2J
PCBP2,POLR2J
PKLR,POLR2J
PKM,POLR2J
POLR2J,POLR2K
POLR2J,PRPF4
POLR2J,RDBP
POLR2J,SF3B3
POLR2J,SF3B5
POLR2J,SNRNP200
POLR2J,SNRPD1
POLR2J,SNRPG
POLR2J,SRSF1
POLR2J,SRSF6
POLR2J,SRSF9
POLR2J,SUPT4H1
POLR2J,SUPT5H
POLR2J,TAF1
POLR2J,TAF6
POLR2J,TAF9
POLR2J,TCEA1
POLR2J,TCEB1
POLR2J,TCEB2
POLR2J,TCEB3
POLR2J,XAB2
0610009D07RIK,POLR2K
CSTF2,POLR2K
EFTUD2,POLR2K
HNRNPA2B1,POLR2K
HNRNPF,POLR2K
PCBP2,POLR2K
POLR2K,POLR3F
POLR2K,POLR3K
POLR2K,PRPF4
POLR2K,RDBP
POLR2K,SF3B3
POLR2K,SF3B5
POLR2K,SNAPC3
POLR2K,SNRNP200
POLR2K,SNRPD1
POLR2K,SNRPG
POLR2K,SRSF1
POLR2K,SRSF6
POLR2K,SRSF9
POLR2K,SSB
POLR2K,SUPT4H1
POLR2K,SUPT5H
POLR2K,TAF1
POLR2K,TAF6
POLR2K,TAF9
POLR2K,TCEA1
POLR2K,TCEB1
POLR2K,TCEB2
POLR2K,TCEB3
POLR2K,TTF1
POLR2K,XAB2
POLR2K,ZFP143
POLR2K,ZNRD1
AK3,POLR3F
CTPS,POLR3F
NME1,POLR3F
PKLR,POLR3F
PKM,POLR3F
POLR3F,POLR3K
POLR3F,SNAPC3
POLR3F,SSB
POLR3F,ZFP143
AK3,POLR3K
CTPS,POLR3K
NME1,POLR3K
PCNA,POLR3K
PKLR,POLR3K
PKM,POLR3K
POLR3K,SNAPC3
POLR3K,SSB
POLR3K,ZFP143
CD36,PPARGC1A
CDK19,PPARGC1A
CPT1A,PPARGC1A
FABP4,PPARGC1A
LPL,PPARGC1A
MAPK14,PPARGC1A
MED10,PPARGC1A
MTOR,PPARGC1A
PPARGC1A,TNF
PRDM16,SMAD2
PRDM16,SMAD4
PREB,RAG2
PREB,SAR1B
PREB,SEC24D
ABCE1,PWP1
BYSL,PWP1
DCAF13,PWP1
FTSJ3,PWP1
NMD3,PWP1
NOP2,PWP1
PNO1,PWP1
PWP1,PWP2
PWP1,WDR36
RAI14,TRAF1
CTNNB1,RARB
FLI1,RARB
H1F0,RARB
NPDC1,RARB
RARB,TGM2
CCNA2,RB1
CCNE1,RB1
CCNE2,RB1
CDK1,RB1
CDK6,RB1
CDT1,RB1
MDM2,RB1
MORF4L1,RB1
MRFAP1,RB1
ORC5,RB1
ORC6,RB1
PPP1CA,RB1
PPP1CB,RB1
PSMC1,RB1
RB1,RUNX2
RB1,SMARCA4
RB1,TFDP1
RB1,TRP53
RB1,UBTF
BAP1,RBBP4
CBX5,RBBP4
CENPA,RBBP4
CENPO,RBBP4
H3F3A,RBBP4
LMNA,RBBP4
MORF4L1,RBBP4
NPM1,RBBP4
PCNA,RBBP4
RBBP4,RBBP7
RBBP4,RBL2
RBBP4,RUNX1
RBBP4,SUZ12
RBBP4,TOP2A
RBBP4,TRP53
BAP1,RBBP7
CBX5,RBBP7
CENPA,RBBP7
CENPO,RBBP7
CSE1L,RBBP7
MORF4L1,RBBP7
NPM1,RBBP7
PCNA,RBBP7
RBBP7,SUMO1
RBBP7,SUZ12
RBBP7,TCP1
RBBP7,UBA2
CDK1,RBL2
CDK6,RBL2
CDKN1A,RBL2
H3F3A,RBL2
RBL2,RUNX2
RBL2,SMAD4
RBL2,TFDP1
RBL2,TOP2A
RAC1,RBM39
MYC,RBPJ
CCNL1,RDBP
ELP2,RDBP
ELP3,RDBP
HSP90AB1,RDBP
RDBP,SUPT4H1
RDBP,SUPT5H
RDBP,TCEA1
RDBP,TCEB1
RDBP,TCEB2
RDBP,TCEB3
1810046J19RIK,REL
ARAP1,RELA
BCL2A1A,RELA
BCL2A1B,RELA
BCL2A1C,RELA
CARD11,RELA
CASP1,RELA
CCL17,RELA
CCL3,RELA
CCL4,RELA
CCNL1,RELA
CD14,RELA
CD74,RELA
CHUK,RELA
ACTB,REL
CXCL1,RELA
CXCL2,RELA
DAZAP2,RELA
DENND4A,RELA
ESAM,RELA
F3,RELA
FBXW11,RELA
FEM1A,RELA
GADD45B,RELA
GNL3,RELA
AHCTF1,REL
HIF1A,RELA
HNRNPF,RELA
HSPA8,RELA
IER3,RELA
IL12A,RELA
IL1A,RELA
IL1B,RELA
IL1R1,RELA
IL1R2,RELA
MAFF,RELA
MALT1,RELA
MAPK1,RELA
MAPK12,RELA
MAPK14,RELA
MAPK3,RELA
MAPK9,RELA
MAVS,RELA
MIR17HG,RELA
MITF,RELA
MOGS,RELA
MYB,RELA
MYD88,RELA
PCNA,RELA
PDE1C,RELA
PKN3,RELA
PPP2R1B,RELA
PSEN1,RELA
PSENEN,RELA
RAC1,RELA
RAC2,RELA
ARAP1,REL
REL,RELA
RELA,RELB
RELA,RHBDF1
ARL6IP1,REL
ARL6IP5,REL
RELA,S100A6
RELA,SEPT11
RELA,SEPT8
RELA,SOCS2
RELA,SOX6
RELA,SP1
RELA,SQSTM1
RELA,STAT6
RELA,TARDBP
RELA,TLR4
RELA,TNFRSF1B
RELA,TRAF1
RELA,UBC
RELA,VEGFC
AXL,REL
RELA,ZDHHC13
RELA,ZMYND11
CDKN1A,RELB
CHUK,RELB
CXCL1,RELB
CXCL2,RELB
ICAM1,RELB
RELB,TNF
CCL17,REL
CD74,REL
CHD4,REL
CUL3,REL
CXCL1,REL
DAZAP2,REL
DENND4A,REL
EFTUD2,REL
EPS15,REL
FKBP9,REL
FOXO1,REL
GNL3,REL
GRINA,REL
GT(ROSA)26SOR,REL
H2-EB1,REL
HNRNPF,REL
HSD3B7,REL
ICAM1,REL
IFRD2,REL
IL1A,REL
IRF5,REL
JARID2,REL
MIR17HG,REL
MOGS,REL
MSN,REL
N4BP3,REL
NCF1,REL
NEO1,REL
NFAT5,REL
NFATC1,REL
NFKBIZ,REL
NMD3,REL
PGLYRP2,REL
POLR2H,REL
PPP2R5C,REL
PTMA,REL
REL,RELB
REL,SDC4
REL,SEPT11
REL,SEPT8
REL,SLC2A6
REL,SOX6
REL,STAT6
REL,SUMO2
REL,TCF7L2
REL,TLR2
REL,TMBIM6
REL,TMEM176B
REL,TNFRSF1B
REL,TOR3A
REL,TRP53
REL,UBA52
REL,ZBTB10
LIG1,RFC1
MSH6,RFC1
PCNA,RFC1
POLA2,RFC1
POLD1,RFC1
POLD4,RFC1
POLE,RFC1
PRIM1,RFC1
RFC1,RFC4
RFC1,RFC5
RFC1,RPA1
RNF19A,SOD1
RNF4,TRPS1
RNPS1,SRRM1
CUL3,RORC
IL17RA,RORC
IL1R1,RORC
RORC,STAT3
RORC,THRB
RORC,VDR
JUP,RUNX1
CSF1R,RUNX1T1
JUP,RUNX1T1
RUNX1T1,SFPI1
ANXA6,RUNX2
BIRC5,RUNX2
CDKN1A,RUNX2
RUNX2,TNF
RUNX2,UBC
RUVBL2,WDR1
SATB1,ZBTB16
SF1,SUMO1
SF1,UBC
AIF1,SFPI1
BCL2,SFPI1
CAMK1D,SFPI1
CD14,SFPI1
CSF1R,SFPI1
CSF3R,SFPI1
DAB2,SFPI1
EBI3,SFPI1
ELANE,SFPI1
FCGR3,SFPI1
FLI1,SFPI1
FLT3,SFPI1
GYPA,SFPI1
ITGAM,SFPI1
ITGB2,SFPI1
LY9,SFPI1
MRC1,SFPI1
MSR1,SFPI1
MYB,SFPI1
NFKB1,SFPI1
PTPRC,SFPI1
RB1,SFPI1
RUNX1,SFPI1
SFPI1,TBPL1
SFPI1,TLR4
SFPQ,SMARCA2
SFPQ,SMARCA4
SFPQ,YWHAE
SFPQ,YWHAZ
IFRD1,SIN3B
MORF4L1,SIN3B
AURKA,SIRT2
CDC20,SIRT2
CDK1,SIRT2
FZR1,SIRT2
FZR1,SKIL
SKIL,UBC
SKI,SMAD4
SKI,UBC
COL5A1,SMAD2
EIF4ENIF1,SMAD2
ITCH,SMAD2
MAPK1,SMAD2
MAPK3,SMAD2
RUNX1,SMAD2
SKP1A,SMAD2
SMAD2,SMAD4
SMAD2,SP1
SMAD2,TFDP1
SMAD2,TGFBR1
SMAD2,UBC
SMAD2,ZEB2
SMAD2,ZMYM2
COL5A1,SMAD4
EIF4ENIF1,SMAD4
MAPK1,SMAD4
MAPK3,SMAD4
MYC,SMAD4
SMAD4,SP1
SMAD4,SUMO1
SMAD4,TCF7L2
SMAD4,TFDP1
SMAD4,TGFBR1
SMAD4,TGIF1
SMAD4,UCP2
SMAD4,ZMYM2
ACTG1,SMARCA2
ARID2,SMARCA2
SMARCA2,SMARCA4
SMARCA2,SMARCB1
SMARCA2,SMARCC2
SMARCA2,SMARCE1
SMARCA2,TOP2B
ACTG1,SMARCA4
ARID2,SMARCA4
CUL4A,SMARCA4
EYA1,SMARCA4
H3F3A,SMARCA4
KDM6A,SMARCA4
KDM6B,SMARCA4
PRMT5,SMARCA4
RPS6KA5,SMARCA4
RUNX1,SMARCA4
SMARCA4,SMARCB1
SMARCA4,SMARCC2
SMARCA4,SMARCE1
SMARCA4,STAT6
SMARCA4,TOP2B
SMARCA4,TRP53
H3F3A,SMARCA5
CDKN1C,SMARCB1
RUNX1,SMARCB1
SMARCB1,SMARCC2
SMARCB1,SMARCE1
SMARCB1,TOP2B
SMARCB1,YEATS4
SMARCB1,YWHAZ
EYA1,SMARCC2
RUNX1,SMARCC2
SMARCC2,SMARCE1
SMARCC2,TOP2B
BTK,SMARCE1
RUNX1,SMARCE1
SMARCE1,TOP2B
SMARCE1,TSHZ3
SNAPC3,SNAPC5
SNAPC3,TTC39B
SNAPC3,ZFP143
PRMT5,SNRPB
SNRPB,SNRPD1
0610009D07RIK,SNRPD1
CSTF2,SNRPD1
EFTUD2,SNRPD1
HNRNPA2B1,SNRPD1
HNRNPF,SNRPD1
LSM3,SNRPD1
LSM7,SNRPD1
NHP2,SNRPD1
NUP107,SNRPD1
NUP85,SNRPD1
NUP88,SNRPD1
ORC6,SNRPD1
PCBP2,SNRPD1
PCNA,SNRPD1
PHAX,SNRPD1
PRMT5,SNRPD1
PRPF4,SNRPD1
SEH1L,SNRPD1
SF3B3,SNRPD1
SF3B5,SNRPD1
SNRNP200,SNRPD1
SNRPD1,SNRPG
SNRPD1,SRSF1
SNRPD1,SRSF6
SNRPD1,SRSF9
APRT,SP1
ATP2A3,SP1
BIRC5,SP1
CCL17,SP1
CCNA2,SP1
CD24A,SP1
CD34,SP1
CDK1,SP1
COL4A1,SP1
CTSL,SP1
DHFR,SP1
F3,SP1
FCGR2B,SP1
FDFT1,SP1
FGL2,SP1
GGH,SP1
GYG,SP1
HCK,SP1
HINT1,SP1
HPN,SP1
HSP90AA1,SP1
MAPK14,SP1
MAPK3,SP1
MDH1,SP1
MDH2,SP1
MT1,SP1
PDIA4,SP1
PDPN,SP1
PER1,SP1
PGK1,SP1
PPIA,SP1
PRDX3,SP1
PSAP,SP1
PTGER2,SP1
RAG2,SP1
REL,SP1
SFPI1,SP1
SLC19A1,SP1
SLC26A2,SP1
SP1,SSTR2
SP1,STAT3
SP1,SYK
SP1,TAPBP
SP1,TBXA2R
SP1,TEAD2
SP1,TK1
SP1,TRP53
SP1,UGCG
SP1,VDR
SP1,VIM
PSAP,SP4
PCNA,SPO11
RPA1,SPO11
RPA2,SPO11
SPO11,TOP3B
0610009D07RIK,SRSF1
CSTF2,SRSF1
EFTUD2,SRSF1
HNRNPA2B1,SRSF1
HNRNPF,SRSF1
NXF1,SRSF1
PCBP2,SRSF1
PRPF4,SRSF1
SF3B3,SRSF1
SF3B5,SRSF1
SNRNP200,SRSF1
SNRPG,SRSF1
SRSF1,SRSF3
SRSF1,SRSF6
SRSF1,SRSF9
SRSF1,TCERG1
NPM1,SRSF2
0610009D07RIK,SRSF6
CSTF2,SRSF6
EFTUD2,SRSF6
HNRNPA2B1,SRSF6
HNRNPF,SRSF6
NXF1,SRSF6
PCBP2,SRSF6
PRPF4,SRSF6
SF3B3,SRSF6
SF3B5,SRSF6
SNRNP200,SRSF6
SNRPG,SRSF6
SRSF6,SRSF9
0610009D07RIK,SRSF9
CSTF2,SRSF9
EFTUD2,SRSF9
HNRNPA2B1,SRSF9
HNRNPF,SRSF9
NXF1,SRSF9
PCBP2,SRSF9
PRPF4,SRSF9
